Sentiment,Review
5,"phòng bố trí thông thoáng rất tốt, sạch sẽ, nhân viên nhiệt tình, chu đáo lắm"
1,"Nhà vệ sinh thiếu tiện nghi, quạt ồn, không có chốt cửa. Thùng rác không có nắp, để vướng chân khi sử dụng bồn cầu... nhà vệ sinh rất tệ"
4,"không gian thoải mái, phòng sạch sẽ, vị trí thuận lợi, anh chị nhiệt tình vui vẻ"
2,Không có hỗ trợ nhận phòng sớm. dù phòng còn trống. khách booking bị xếp ở các tầng thấp để có giá tốt. bữa sáng lại là gọi món riêng lên lầu ăn chứ không phải buffet
5,"Khách sạn to và sạch sẽ, nhân viên dễ thương nhẹ nhàng. Phòng cũng sạch sẽ và thoáng mát"
5,"nhân viên nhiệt tình, mình có con nhỏ check in sớm, nhân viên hỗ trợ cho mình nhận được phòng lúc 10 giờ sáng mà k thêm phụ thu gì cả"
4,"Khá gần biển, chợ đêm và siêu thị! Chị lễ tân rất thân thiện và dễ thương!"
5,"Căn hộ tiện nghi, sạch sẽ, tất cả những gì tôi mong muốn đều có ở đây. Không gian phòng rất lãng mạn. Lần sau tới tôi nhất định sẽ ghé lại đây 1 lần nữa."
5,"Chú chủ khách sạn rất dễ thương, nhiệt tình, thuê xe máy cực rẻ, còn chỉ mình chỗ ăn ngon nữa. Bạn tiếp tân lịch sự, dễ thương. Phòng 5 người ở thoải mái"
4,"Phòng ở tiện nghi, vị trí thuận tiện ra ngay biển. Có thể thoải mái dạo bộ đến những điểm vui chơi. Nói chung là rất ưng hotel này khi tới Nha Trang."
1,"Tiện nghi không tốt như đánh giá, ở tận 2 đêm nước suối lại tính tiền khách, két sắt ko cho khách sử dụng, view biển chỉ được 1 góc nhìn hẹp... Thất vọng"
4,"Nhân Viên Nhiệt Tình, Chuyên Nghiệp, Sạch sẽ, gần bãi biển, view đẹp."
4,"Khách sạn thoáng, nhân viên nhiệt tình hỗ trợ, ks ngay trung tâm, gần tiệm Mỳ nhà gỗ, Gà Tuk tuk nên tiện đi lại"
4,"Ấn tượng ban đầu là quán khá đông, đẹp, sang trọng, nhân viên chuyên nghiệp và lịch sự."
2,"Lúc đầu vì mình kbiet là chiều khoá dự phòng lại ở trong phòng nên nhân viên không dọn phòng đc tuy nhiên sau đó mình đã gửi lại và có nhắn tin báo cần dọn phòng giúp mình nhưng tối về thì phòng vẫn nguyên, hơi thất vọng!!!"
2,Khách sạn nên lưu ý kiểm tra các ngăn tủ khi vệ sinh phòng/ khách trả phòng. Khi mình kiểm tra ngăn tủ trong phòng thì thấy quần áo của khách trước còn trong ngăn tủ.
5,"Khách sạn đầy đủ tiện nghi, nệm ấm chăn êm, nệm to 3 người nằm còn vừa. Đầy đủ mọi tiện nghi cần có. Ngay khu trung tâm đi đâu cũng gần. Quá ok luôn"
2,"Chỗ này vắng hoe vắng hoắt, không một bóng người, vào đứng chờ hoài không thấy ai mà gọi sdt cũng ko ai nghe. Cảm thấy vô nghĩa"
4,"Ks gần biển, phòng mình có view hướng biển cả hướng thành phố nữa, phòng thoáng đẹp, đạc biệt nhân viên rất tận tình và vui vẻ nha... có cơ hội quay lại mình sẽ ghé lại đây lần nữa"
5,"Dịch vụ ổn với giá, các bạn nên chọn và trải nghiệm."
5,"Thoáng mát, sạch sẽ, tiện nghi đầy đủ"
5,"Phòng view biển đẹp, sạch sẽ, nhân viên thân thiện, gần trung tâm, gần biển chỉ vài phút đi bộ, bể bơi và gym room trên sân thượng đẹp"
4,"Nhân viên phục vụ tận tình, vui vẻ, giúp khách check in sớm nhất có thể và hỗ trợ khách đặt các dịch vụ. Rất linh động xử lý các yêu cầu của khách. Mình sẽ quay lại nếu có dịp đến Nha Trang."
3,Mình tới check in thì phòng mình book ko còn trống. Btw được sắp xếp cho phòng khác nhanh chóng. Phòng mình nằm điều hòa phả từ chân lên mặt đâm ra hơi khó chịu. Nói chung tạm ổn so với giá.
5,Nhà khách bình dân. Nhưng đầy đủ tiện nghi.
4,Khách đông nên ko kịp dọn phòng
4,"Vị trí ngay trung tâm thành phố sầm uất, view biển đẹp, giá thành rất hợp lý."
5,"Nhân viên từ bác bảo vệ đến các bạn lễ tân đều rất nice. Các bạn đổi hạng phòng cho mình free. Phòng ở tầng cao, đầy đủ tiện nghi."
5,"Khách sạn Quy Nhơn gần biển đẹp nhất mà mình biết.
Ấn tượng với view tầng 6 nhìn ra bãi biển và đường chân trời.
Phục vụ và đồ ăn thì quá ưng rồi.
Nói chung phù hợp với những thành phần sống ảo như mình.
"
5,"Dịch vụ của khách sạn rất tốt, nhân viên nhiệt tình chu đáo. Mình đã có một sinh nhật tuyết vời tại đây!"
1,"Phòng thì nhỏ và có mùi, toilet bị trũng, nước chảy ra sàn nhà. Rất nhiều vấn đề, phải đổi tới lui nhiều lần"
5,"Khách sạn Quy Nhơn Mira Eco đẹp mê mẩn.
Nằm trên giường ngắm bình minh lên từ bãi biển thật tuyệt vời.
Kì nghỉ ý nghĩa tại vùng biển Quy Nhơn"
5,"Thật sự rất tuyệt vời, nhân viên thân thiện, ngay trung tâm và sát bãi biển nên đi chơi ăn uống rất thuận tiện."
1,Không có gì để thích. Đã lần thứ 2 ở ks này. Nhưng tệ. Sẽ ko quay lại
3,"Nhân viên là điểm cộng lớn, rất quan tâm mỗi khi khách đi ra hay đi vào, nhiệt tình, hỏi gì cũng trả lời nhỏ nhẹ lịch sự. Phòng sạch, đẹp, hài lòng."
5,"Khách sạn ngay trung tâm, có thể đi bộ ra biển, mall và các quán cafe. Phòng sạch sẽ, các bạn nhân viên dễ thương 😊 Đợt sau nếu đi Nha Trang mình lại book ks này."
4,Hơi xa khu trung tâm 1 chút.
5,"Không gian rộng rãi, view đẹp. Phòng sạch sẽ, đầy đủ tiện nghị"
5,"Khách sạn Quý Nhơn gần biển, phòng sạch đẹp, trang trí tinh tế.
Phục vụ ân cần chu đáo và thân thiện
"
5,"Nhân viên thân thiện, view biển siêu đẹp và gần biển. Không khác gì các khách sạn 5*"
5,"Tất cả mọi thứ và thích nhất là chất lượng phục vụ, view đẹp, phòng thì sạch sẽ, decor cũng xinh"
2,"Phòng không đẹp theo chuan 4*, hồ bơi không có nhân viên hổ trợ."
3,Giá tiền đắt đến mức vô lý so với độ thoả dụng trong so sánh với các khách sạn cùng mức giá
3,Nó cũng được đề xuất bởi các nhân viên tại khách sạn của chúng tôi cho sam
5,"Tiện nghi, sạch sẽ, nhân viên nhiệt tình."
2,"Phòng cách âm hơi kém, nghe thấy khá rõ tiếng nói chuyện của phòng khác"
5,"Tôi lưu trú lại VHotel 4 đêm, 2 ngày đầu, mọi thứ đều rất ok và tuyệt vời. 2 Ngày cuối thì nhân viên dọn phòng, không cung cấp cho phòng tôi Cà phê (được free khi book phòng). Làm hại 2 ngày cuối cùng tôi không thể thưởng thức được cà phê mỗi buổi sáng."
5,"View đẹp, ks sạch sẽ, vị trí gần trung tâm nên đi lại dễ dàng. Đi bộ 5 phút là tới biển liền. Bác bảo vệ tên Lợi rất thân thiện, hiếu khách."
4,Có thang máy thẻ từ đỡ cực khi mang nhiều hành lý
5,"Nhân viên rất thân thiện, nói chuyện dễ thương, vị trí tiện lợi đi lại"
5,"Mình đã đặt và lưu trú theo đoàn tại khách sạn. Giá cho đoàn rất ổn. Khách sạn mới và khá nhiều review tốt nên mình cũng yên tâm. Đòan đi chơi cả ngày về lúc nào phòng cũng được dọn rất sạch sẽ (có yêu cầu dọn phòng). Phòng được chêm tinh dầu thơm, không bay mùi sơn, mùi phòng bị kín, nên rất hài lòng (bình thường khách sạn khác ít chú ý vấn đề này). Chúc khách sạn kinh doanh phát đạt.
"
4,"Phòng hướng ra biển, ban công rộng và thoáng, nhân viên ks dễ thương"
1,"Gối và ra giường xỉn màu, nhiều đốm ố vàng. Khăn trải chân rách. Nằm ngủ cảm giác ngứa ngáy ở lưng có thể do bụi hoặc chưa thay ra"
4,"Thật tuyệt vời khi vừa có thể ngắm nhìn biển, núi và thành phố ngay tại khách sạn Apus. Mình thự sự rất hài lòng với những dịch vụ tại đây và nhân viên rất thân thiện. Nhất định sẽ quay lại đây"
5,"Nhân viên chuyên nghiệp, xử lý nhanh các yêu cầu của khách."
4,Villa nằm ở khu nhà biệt thự liền kề. Giá cả hợp lý
5,Cái giường nó bị dính qá 🤣 ngủ mà k tỉnh dc kkk
5,"Phòng tiện nghi sạch sẽ, view nhìn đẹp. Nhân viên dễ thương và chu đáo, đi lại tiện lợi"
1,Dịch vụ quá tệ. Nhân viên làm việc không giữ lời hứa. Đã qua 3 tháng mà bên đó chưa hoàn tiền cho đoàn.
4,"không có điều gì nè, nếu có thắc mắc gì thì mấy bạn lễ tân ở đây giải quyết rất là tốt á"
5,"Khách sạn rất sạch, đồ ăn sáng ngon và phong phú. Nhân viên nhiệt tình và thân thiện (nhất là em Mỹ, nhân viên lễ tân). Địa điểm gần trung tâm và bãi biển, rất tiện đi tắm biển và mua sắm. Tới Nha trang nhất định sẽ nghỉ ở khách sạn Aaron lần nữa. Cảm ơn các bạn đã giúp chúng tôi có kỳ nghỉ hoàn hảo!"
3,"Nhân viên vui vẻ, thân thiện, nhiều lần đi ctac hoặc đi du lịch mình đều ở ks này, phòng tuy hơi nhỏ nhưng khá đầy đủ tiện nghi, gần biển, gần quảng trường nên đi lại rất thuận tiện"
2,Mình lỡ làm dính màu trên khăn tắm. mấy chị dọn vệ sinh vô bảo không thay khăn cho phòng mình. họ nói cái khăn nay fai đền tiền trong khi họ chưa giặt thử có ra hay không. họ nói nếu mình tự giăt ra thi không cần phải đền và thay vì họ thay khăn và giặc dùm rôi báo với mình có ra chất bẩn hay không thị họ để lại khăn cho mình giặt và mình đã giặt sạch.
3,"Delicious mì ống siêu tươi và bánh pizza tuyệt vời! Thực sự tốt phạm vi của các loại bia, với một cặp vợ chồng trên máy. Dịch vụ xuất sắc và đội ngũ nhân viên thân thiện. Một nơi thoáng mát nhìn xuống phố."
4,"Trung tâm, tiện đi lại công tác. Mình ở phòng 1 giường đôi có lan can ra phía trước nhìn nhà lồng về đêm rất chill."
2,"Chắn sáng cửa sổ chưa tốt. Đèn cảm ứng hành lang, gần cửa sổ bật mỗi khi có người qua lại, hắt sáng vào phòng."
5,"Nhân viên nhiệt tình thân thiện. Mình tới ĐL lúc 9h tối, đi lạc đường (do đường hơi khó kiếm), alo bạn nhân viên xong bản lấy xe máy ra đón tụi mình về ks."
4,"Sạch đep. Hiện đại. Có hồ bơi. Đầy đủ ấm siêu tốc, quạt điện, điều hòa, tv"
4,"Trang thiết bị Ok so với mức giá bình dân, phòng sạch sẽ, đủ đồ dùng cơ bản. Chọn phòng có view hướng biển khá xinh và thoáng. Đặc biệt cô chú chủ và nhân viên cực kỳ thân thiện luôn."
4,"Cực kì thích luôn. Nhân viên nhiệt tình thân thiện. Đặc biệt là bạn Tâm, đã khiến mình hài lòng."
4,Phòng sạch sẽ + nhân viên thân thiện vui vẻ với khách hàng.
5,"Phục vụ rất tốt, tới sớm nhưng vẫn hỗ trợ check in sớm"
3,Vì chỉ ở 1 đêm nên chưa thấy gì bất tiện
4,"Ở ba đêm ở Aaron nhân viên nhiệt tình, phòng ốc mới và đẹp. Nếu lần sau đi Nha Trang nhất định sẽ quay lại Aarom"
5,"Khách sạn view đẹp có chỗ để xe.Tui đã ở và thấy rất tốt ,khách sạn ở đây giá cả hợp lí không quá đắt vào mùa du lịch và nhân viên phục vụ rấtttt nhiệtt tình và chu đáo.Khách sạn sạch sẽ và khanggggg trangggg cơ sở hạ tầng vẫn còn tốt.Phòng thì đẹp sạch sẽ ,các nhân viên thường xuyên dọn dẹp ,đầy đủ tiện nghi nói chung là tốt 5 saoooo
"
5,"Đây là lần thứ 2 quay lại chỗ này. Ban đầu mình đặt chỗ khác do muốn trải nghiệm chỗ mới thử. Nhưng chỗ đó ngột ngạt quá nên đặt lại chỗ này. Quả nhiên không khí khác biệt hẳn. Phòng sạch sẽ lại rộng, có bàn trang điểm,bàn chải xịn,tủ đồ cũng rộng. Kế bên có hồ cá koi để ngắm. Giờ giấc thoải mái nha view cũng thoáng mát. Từ chỗ ổ đi lên 1 chút là có ngay quán cafe cún. Đầu đường có bách hóa xanh,nhà thuốc cũng tiện để mua đồ nhâm nhi buổi tối. Xe máy cho thuê cũng xịn xò không cần giấy tờ gì nhiều. Có dịp quay lại đà lạt chắc mình cũng chọn chỗ này để ở"
5,"Rất ưng ý, phòng rộng, có cửa sổ thoáng, mình sáng dậy ra hành lang view rất thoáng, thoải mái, ngắm đc cả bình minh và view thành phố."
5,"Ra hồ Xuân Hương với chợ chắc tầm 5-8 phút, check in tự động nhanh chóng, hỗ trợ zalo nhiệt tình"
4,"Mình rất ưng nhân viên lễ tân và các bác bảo vệ ở đây.. rất thân thiện và nhiệt tình ! Phòng rộng rãi, sạch đẹp, tiện nghi và chuẩn bị cho khách từ cái nhỏ nhất như kim băng, dao cạo râu ,..v.v.. trên cả tuyệt vời so với giá tiền"
5,"Chợ nhỏ, có bán hải sản nhưng không nhiều, giá ok, có điều bán cua cột dây to quá, toàn cua lực sĩ =))
"
3,"Phòng 2 giường view biển không rộng lắm, lối đi hơi hẹp nhưng không sao."
4,Cơ sở vật chất hiện đại và sạch sẽ. Tôi đã đặt phòng 2 giường đơn nhưng hóa ra tôi có hai giường cỡ Queen
5,"Khách sạn nằm trong khu vực rất là yên tĩnh, phòng đẹp và khuôn viên có thể tận dụng để uống cà phê buổi tối. Tuyệt vời"
3,Hỗ trợ qua zalo ko tiếp xúc rất phù hợp
4,"Khách sạn đẹp, ổn, mọi thứ đều tốt"
5,"Nhân viên thân thiện, nhiệt tình, mình đã ở đây rất nhiều lần. Phòng ở rất là ổn. Vị trí gần biển"
3,"Gần trung tâm, ngay bãi biển có thể tắm được. Phòng ốc sạch sẽ, nhân viên thân thiện."
4,"Rất ưng ý, ks trung tâm đi lại công tác rất tiện, xe máy cho thuê mới, phòng sạch sẽ thơm tho"
5,"Chắc chắn là dịch vụ !! Tôi muốn cảm ơn lễ tân, Ms Phat và Mr Phan, vì sự hiếu khách tuyệt vời. Họ thực sự thân thiện và hữu ích trong thời gian ngắn của chúng tôi ở đây. Họ nói tiếng Anh và rất chuyên nghiệp. Khi thanh toán, họ đề nghị liên hệ với dịch vụ vận tải của chúng tôi để kiểm tra xem họ có đến nơi hay không. Vị trí cũng tuyệt vời, thuận tiện và có thể đi bộ đến nhiều nơi. Phòng chúng tôi đặt có bồn tắm, sạch sẽ và gọn gàng. Chúng tôi thuê một chiếc xe máy và họ có một bãi đậu xe mini ở tầng hầm. Anh Hà bảo vệ cũng rất tốt bụng và giúp chúng tôi di chuyển chiếc xe đạp của mình. Nhìn chung, đó là một kỳ nghỉ tuyệt vời và đáng đồng tiền! Đây là điểm dừng chân đầu tiên của chúng tôi tại Việt Nam và chúng tôi rất yêu thích nó. Xin cảm ơn khách sạn V rất nhiều!"
1,"Cách âm kém, có cửa thông với phòng khác nên phòng bên cạnh cứ làm ầm ầm vô cánh cửa ảnh hưởng đến giấc ngủ. phòng bên cạnh nói gì thì phòng bên đây nghe hết"
5,"Nhân viên nhiệt tình, tận tâm, lễ phép. Đáp ứng nhanh chóng các cầu của khách. Bảo vệ lễ năng động, luôn tự nguyện giúp đỡ khách nghĩ như mang đồ, hướng dẫn, đón taxi...một khách sạn đáng để nghĩ ngơi !!"
1,"Phòng không được sạch sẽ, ngày nhận phòng mình bước trên sàn thấy khá rít, ghế ngồi còn dính đồ ăn uống từ ngày hôm trước, khiến trải nghiệm về phòng của mình trong cả kỳ nghỉ khá tệ. Phòng mình đặt là Seaview, nhưng khung cảnh thấy biển khá là hẹp, bị che bởi nhiều tòa nhà lớn."
5,"Vị trí gần trung tâm,gần biển,đi lại rất thuận tiện,phòng sạch đẹp và rất mới,nhân viên nhiệt tình và tạo điều kiện tối đa cho khách.nói chung mình cực kỳ ung ý.lần sau ghé Nha Trang chắc chắn sẽ quay lại đây ở"
2,"Không có bữa sáng như thông tin phòng. Mình đặt phòng 3 người (1 giường đôi và 1 giường đơn) để ở 2 người và 1 em bé, yêu cầu ghép giường sát nhau. Nhưng bên khách sạn lại tự ý lấy phòng 2 giường đơn để ghép lại với lý do giường đơn và đôi ko ghép lại được và vẫn lấy giá phòng như cũ, trong khi phòng mình đang ở chỉ dành cho 2 người. Vì có em bé nên mình không muốn đôi co nên đành nhận phòng để nghỉ ngơi."
5,"Sạch sẽ và đầy đủ tiện nghi rất phù hợp với giá tiền. Vị trí rất dễ tìm, gần trung tâm thành phố"
4,"Được khách sạn tặng 1 hộp quà lưu niệm nhỏ, bé nhà mình rất thích."
5,"Nhân viên Lễ tân thân thiện và chuyên nghiệp, phòng sạch sẽ & tiện nghi."
4,"Ks phòng sạch sẽ, check tự động thuận tiện. Có dịp sẽ ghé lại sớm"
2,Nhân viên phục vụ rất tệ chỉ có mấy anh bảo vệ tốt
5,"Đó luôn là một dấu hiệu tốt khi một khách sạn có uy tín chỉ giới thiệu một công ty taxi.
 Đây là một trong những đề nghị của khách sạn của chúng tôi và chúng tôi đã đưa họ khi ra ngoài và trong thành phố. Nhìn chung, chúng tôi rất hài lòng với dịch vụ nhận được. Luôn luôn yêu cầu họ bật đồng hồ và không chấp nhận một số ngẫu nhiên vì đồng hồ sẽ rẻ hơn 99% thời gian."
5,"Bạn lễ tân cực kì dễ thương, chổ ở đẹp,vị trí ngay trung tâm"
5,Chủ khách sạn rất vui và nhiệt tình.tôi rất thích nơi này.
3,Sự yên tỉnh và không gian nhìn ra phố qua lại
2,Tuy nhiên phòng mình bồn cầu bị trục trặc xíu. Cần gạt nước k đóng nên dẫn tới nc cứ chảy róc rách. Phải mở nắp bồn đóng cần gạt lại thì ok.
4,nhân viên cực nhiệt tình và nói chuyện hoi bị dễ thương luôn..có nước lọc ư miễn phí phòng sạch sẽ..ai muốn có view đẹp thì nên đặt sớm nha mình đặt muộn nên ở phòng hơi thấp nhưng cũng ok nè
2,"Lối đi hẹp, hành lang chưa thoáng, hơi tối, không có lỗi đi lên kéo vali hành lý phải xách tay lên cầu thang"
1,"Phòng cách âm không tốt, mất sự tập trung và riêng tư"
3,"Khách sạn nằm trên một con phố lớn, khá gần biển. Đi ra bãi tắm có toà nhà cao che nên buổi chiều tắm từ 16 giờ là có bóng râm rồi. Điểm cộng là khách sạn khá sạch sẽ. Còn điểm trừ là phòng ốc hơi nhỏ, các đồ ở khách sạn như khăn tắm, khăn mặt, ga trải giường hơi cũ. Phòng ăn bữa sáng khá chật chội với lượng khách ở khách sạn, đồ ăn bình thường.
"
5,"bọn mình dậy sớm từ 5h và gọi giao xe máy quy khách sạn. Được anh Hoài Bảo từ vấn mua tour trọn gói #350k/1NG ( Gồm xe điện đón, cano, lặn ngắm san hô, tắm tráng, ăn hải sản 7 món ( cả lẩu) tại nhà hàng,) #EO #GIÓ : bọn mình tới đây lúc 7h. Lúc này ít người, nắng chưa gắt, chụp được nhiều ảnh đẹp mà lại không bị quá nắng. Nên đi eo gió sớm và trước kỳ co sẽ hợp lý hơn. #KỲ #CO : nước biển trong, xanh, đẹp, nói chung rất vuii. Nhìn ảnh là biết đúng không các bác. #ĐI NGẮM SAN HÔ Ở #ĐẢO #SAN #HÔ : thực ra thì hơi ít san hô và không được đẹp như review nhưng laii là trải nghiệm rất thú vị 😊 #VỀ NHÀ HÀNG HOÀNG ĐẠT ĂN : Món ăn ngon, sạch sẽ, no nữa. Tắm xong về ăn quá ngon luôn. #DI CHUYỂN VỀ KHÁCH SẠN : nghỉ ngơi chiều lấy sức đi tiếp: #CHÈ NHỚ ( 132ngô mây ) : gọi mấy món nhưng chè thập cẩm là ngon nhất, ngọt thanh, mát, vị #nhớ mà lại rẻ nhất.nên ăn được cái quán đẹp. #BÁNH #MÌ #GÓC #ĐƯỜNG #NGUYỄN #LỮ #VÀ #NGÔ #MÂY. Nhìn cái xe là đã thích rồi, đầy ắp, mà lại rất lạ. RẺ"
4,Buổi tối có hơi ồn một tí! Nhưng vẫn ok.
5,"Nội thất tuyệt đẹp, chất lượng hoàn toàn vượt xa so với giá mà khách sạn bán. Thích hợp cho gia đình cần không gian riêng"
5,Khách sạn Quy Nhơn gần biển. Cửa sổ view rộng. Phòng sạch sẽ. Nhân viên nhiệt tình và thân thiện.
3,Lúc nhận trả phòng phải chờ thang máy lâu vì khách đông
5,"Có 2 Khu Hotel và Resident (tiện cho gia đình có bếp, phòng khách...) phòng đẹp, yên tĩnh, view cao đẹp, ăn sáng ok
"
4,"Sạch sẻ, gần trung tâm. Đi bộ tắm biển."
3,"Nhà tắm vách kính toàn bộ, hơi nguy hiểm nếu trượt chân."
2,"Khi đặt phòng mình đã note rõ số tuổi của 2 trẻ em. Booking hiển thị phòng và giá cho 2 ng lớn và 2 trẻ em (vẫn có phần note số tuổi) và mình đã đặt. Tuy nhiên lúc đến khách sạn nhận phòng thì lễ tân yêu cầu phụ thu 2 trẻ em. Số tiền không nhiều, nhưng hoặc là khách sạn, hoặc là booking đã ko làm rõ cho khách khi lựa chọn phòng."
5,"Khu vui chơi tuyệt vời cho thanh thiếu niên với nhiều trò chơi vận động như leo núi, bắn cung, chèo thuyền... Khu nghỉ dưỡng với các Bungalow tinh tế. Không khí, khung cảnh tuyệt vời!
"
5,"View thành phố đẹp, đi lại tiện lợi, xe máy cho thuê mới"
3,Phòng gia đình nhưng bị tách thành 2 phòng ghép với 4 giường nên kg thích lắm với cùng 1 phòng
4,"Nhân viên tận tình, chu đáo. Vị trí tốt, phòng ốc sạch sẽ, cách âm tốt. Tôi đã ngủ rất ngon"
5,"Địa điểm khách sạn rất tốt, chỉ cần đi bộ xíu là ra biển, gần Vincom, gần cafe..."
4,"Chấm 10đ cho Fleur Hotel Quy Nhơn
* Ưu điểm: KS đẹp, đối diện biển, buffet sáng ngon, nhân viên vô cùng ưng ý, thân thiện. Đặc biệt chị lễ tân Minh Hiếu rất đáng yêu.
* Điểm trừ nhỏ là cách âm phòng kém quá:(
"
4,Hoàn toàn khuyến khích nơi này tôi sẽ còn trở lại
3,"Địa điểm thuận lợi, nhân viên nhiệt tình, linh hoạt, nên cải tạo hồ bơi vì ko ai sử dụng"
2,"Phòng cách âm chưa tốt lắm, mìnhở ngoài nghe 2 cha con trong phòng nói chuyện lun"
5,"Đã quay lại lần 2. Phòng ở, trang thiết bị đầy đủ, sạch sẽ, tiện nghi, nội thất đẹp, đội ngũ nhân viên, lễ tân rất nhiệt tình, hỗ trợ du khách đến từng chi tiết nhỏ. So với các khách sạn cùng phân khúc rất là ok. Đặc biệt, view hồ bơi rất đẹp, thoáng mát, rộng rãi, nhìn thấy toàn bộ quang cảnh thành phố. Sẽ quay lại nhiều lần nữa !!!"
4,"Nhân viên nhiệt tình, dễ thương. Giá cả phải chăng"
5,"Khách sạn chủ động up free lên phòng view biển cho mình. Phòng rộng, sạch và mới."
2,"Phòng nhỏ, trang trí quê mùa, nhà nghỉ thì đúng hơn. Nhân viên trực buổi tối rât lười."
4,Đây là nơi thích hợp để bạn bè và gia đình tụ họp sau 1 ngày làm việc.
4,"Sạch sẽ và rất thoải mái nhân viên phục vụ rất nhiệt tình và thật thà. Khi tôi bỏ quên bóp ở lễ tân nhân viên đã tự chạy tới đưa cho tôi bóp và tiền, giấy tờ tromg bóp đều còn nguyên"
4,"Nhân viên thân thiện, nhiệt tình. Toilet rất sạch sẽ, mới, đẹp và tiện nghi. Tiện nghi đầy đủ, hiện đại, giường, drap, gối tinh tươm. Bữa ăn sáng nhiều món, vị ngon phù hợp người Sài Gòn và miền Nam. Gía bữa sáng cũng rất tốt. Vị trí khách sạn tiện lợi, đi đâu cũng gần."
5,Phục vụ tận tình chu đáo. Điểm nghỉ dưỡng tuyệt vời!!!!
5,"Mình cho 10 điểm về độ tiện nghi mà khách sạn đem lại. Khách sạn trông rất mới và sang trọng, bên cạnh đó cũng rất sạch sẽ, có nhân viên dọn phòng hằng ngày."
5,"Nhân viên phục vụ nhiệt tình dễ thương, đặc biệt là những bạn lễ tân hỏi thăm khách chu đáo. phòng rộng rãi sạch sẽ. khách sạn đối diện biển mà giá lại rẻ nếu có lần sau quay lại nha trang sẽ ở lại đây"
5,"Khách sạn sạch sẽ nhân viên thân thiện , vị trí trong trung tâm nên đi lại rất thoải mái . Xung quanh ks có nhiều quán cf nhà hàng khu du lịch"
5,không có điều gì để phàn nàn.
4,"Thoáng mát, sạch sẽ..phòng studio view đẹp (phòng trên tầng cao nữa thì đẹp :))). Đồ ăn hơi ít món nhưng ngon."
2,"Chuyến bay của mình cất cánh lúc 7h30 tối nên mình phải ở lại ks từ 12h30 đến 16h30, ks charge thêm 400k- hơi đắt so với dự tính."
2,"Dịch vụ khách hàng; thái độ nhân viên, tài xế cực kì tệ. Không có trách nhiệm với khách hàng."
4,"Lưu trú thuận tiện, check in tư động, tư vấn đầy đủ dich vụ, nv thân thiện"
5,"Chất lượng dịch vụ tại fleur de lys oke, nhân viên thân thiện phòng ốc sạch sẽ đồ ăn ngon, nhưng ngày ở khách sạn gia đình được take rất tốt. mình thấy khách sạn ổn đáng để trải nghiệm so với tầm giá.
"
5,"Khách sạn sạch, đẹp, nhân viên nhiệt tình, vị trí thuận lợi, bữa sáng tạm ổn, phục vụ tận tình"
2,Phòng cách âm không tốt. Tối ngủ nghe tiếng động của các phòng khác và tiếng máy giặt hơi ồn
5,"vị trí tốt, nhân viên tốt, phòng tốt"
4,"Không gian sạch sẽ, lịch sự. Nhân viên nhiệt tình, có tay nghề khá tốt và lễ phép. 2 vợ chồng mình ghé qua khá muộn nhưng nvien vẫn rất niềm nở tiếp đón. Địa điểm masage lành mạnh rất đáng để ghé qua"
5,"Phòng sạch sẽ, đầy đủ tiện nghi cơ bản, nhân viên và chủ khách sạn rất vui vẻ thân thiện. Nhất định sẽ quay lại Arise hotel khi có dịp đến với TP biển Nha Trang"
3,Hơi khó tìm địa chỉ một chút
2,Phòng mình bố trí bồn rửa mặt ngay cửa ra vào rất dễ va chạm mấy thứ đĩa đựng đồ nho nhỏ. Mà vỡ cái đĩa sứ nhỏ xíu đền 80k. Quá đắt
5,"View đẹp. Nhân viên và quản lý rất nhiệt tình. Rất thích bạn Quý manager, chỉ mình mấy chỗ “sống ảo” cực đẹp ^^."
2,"Lối vào KS phía bên trái có quán cà phê vỉa hè, chiếm hết lối đi,phía bên phải của lối vào đã bị chiếm dụng làm nơi để xe gắn máy dẫn đến việc lối đi ra/vào rất hẹp (không an toàn trong trường hợp có hoả hoạn). Lối ra/ vào này được dùng chung cho 3 khách sạn khác nhau."
5,"Phòng sạch sẽ, đầy đủ tiện nghi, mình book phòng tầm nhìn view đẹp, đáng tiền , nhân viên chu đáo và nhiệt tình"
5,"Chỗ nghỉ ngay trung tâm thành phố, tiện đi lại, khách sạn sạch sẽ"
4,Giá rẻ so với dịch vụ
4,"View thoáng đẹp, trước ks có cây phượng tím check in rất đẹp"
5,Phòng rộng rãi thoáng nhân viên dễ thương
3,Nước suối kem đánh răng bàn chải nên vẫn để loại thường không tính phí.chỉ khi khách yêu cầu
4,bể bơi có lẽ ít sử dụng nên chưa được chú trọng lắm. phòng k có đèn màu trắng nên mình make up hơi khó(vấn đề cá nhân thôi).hihi
5,"Phòng sạch và mới, yên tĩnh dễ chịu. View thì khỏi chê"
2,"Xung quanh có nhiều khách sạn cao tầng khác nên khó tự nhiên kéo rèm cửa để ngắm cảnh dù ở tầng 15, phòng có tầm nhìn và ban công hướng biển nhưng ko rộng như trên hình minh họa của booking"
